,PPG,BP,ECG
0,2.823069403714565,72.28927432314283,0.4447702834799609
1,2.7565982404692084,71.94736559323607,0.46480938416422285
2,2.6881720430107525,71.65430096760171,0.4951124144672532
3,2.6207233626588464,71.31239223769495,0.5449657869012707
4,2.555229716520039,70.9216394035158,0.5850439882697948
5,2.4926686217008798,70.62857477788144,0.6202346041055719
6,2.4330400782013686,70.23782194370229,0.6549364613880743
7,2.377321603128055,69.99360142234032,0.6652003910068426
8,2.3255131964809386,69.89591321379554,0.6700879765395894
9,2.2766373411534704,70.33551015224708,0.6603128054740958
10,2.2355816226783967,71.7031450718741,0.6500488758553274
11,2.198435972629521,74.1941943897662,0.6202346041055719
12,2.161290322580645,77.46674937601658,0.5801564027370479
13,2.1251221896383186,81.03236898790132,0.5351906158357771
14,2.0899315738025415,84.69567680833086,0.5
15,2.0557184750733137,88.40782873303279,0.4701857282502444
16,2.0234604105571847,92.60842170045865,0.46480938416422285
17,1.9931573802541545,96.9067028764293,0.4701857282502444
18,1.964809384164223,101.10729584385517,0.45992179863147603
19,1.9374389051808407,104.8682918728295,0.4501466275659824
20,1.9100684261974585,108.04315865053509,0.4550342130987292
21,1.884652981427175,110.68074028124437,0.48484848484848486
22,1.8592375366568914,112.63450445214012,0.5048875855327468
23,1.8377321603128054,114.09982758031192,0.5097751710654936
24,1.8191593352883675,114.93017735294262,0.520039100684262
25,1.7996089931573802,115.22324197857698,0.5151515151515151
26,1.7790811339198436,114.83248914439784,0.5249266862170088
27,1.758553274682307,113.90445116322235,0.5151515151515151
28,1.7390029325513197,112.43912803505054,0.5048875855327468
29,1.721407624633431,110.43651975988239,0.5097751710654936
30,1.7038123167155426,107.9943145462627,0.5
31,1.6881720430107527,105.30788881128105,0.49022482893450636
32,1.6744868035190617,102.71915128484417,0.48484848484848486
33,1.66177908113392,100.47232248831406,0.47996089931573804
34,1.6500488758553276,98.61624652596309,0.47996089931573804
35,1.6412512218963833,96.9555469807017,0.5249266862170088
36,1.6344086021505377,95.34369153971271,0.5752688172043011
37,1.6256109481915935,93.8295243072685,0.6099706744868035
38,1.6148582600195502,92.36420117909668,0.6402737047898338
39,1.6021505376344085,91.14309857228685,0.6500488758553274
40,1.5904203323558161,90.01968417402178,0.6652003910068426
41,1.5835777126099706,89.04280208857391,0.6852394916911045
